recency,frequency,weather_active,surge_multiplier,treatment,discount_value,converted,true_prob
28,13,0,1.04,1,0.1,0,0.368
14,17,0,1.22,2,0.2,1,0.6180000000000001
27,6,1,2.29,0,0.0,0,0.04100000000000001
26,10,0,1.36,1,0.1,1,0.25800000000000006
7,10,0,1.25,2,0.2,1,0.405
28,19,0,1.39,2,0.2,1,0.5409999999999999
30,16,1,2.36,2,0.2,0,0.424
23,3,0,1.19,0,0.0,0,0.0
26,14,0,1.21,1,0.1,1,0.393
5,9,1,1.77,1,0.1,0,0.43299999999999994
13,5,0,1.37,0,0.0,0,0.133
5,19,0,1.14,2,0.2,1,0.7959999999999999
9,7,0,1.24,1,0.1,0,0.28200000000000003
24,9,1,1.64,1,0.1,0,0.312
21,13,1,2.37,2,0.2,0,0.381
11,11,1,2.26,1,0.1,0,0.404
22,8,0,1.21,1,0.1,0,0.23700000000000004
19,20,0,1.2,2,0.2,1,0.6900000000000001
6,14,0,1.3,1,0.1,0,0.57
4,3,0,1.04,0,0.0,0,0.17600000000000002
3,19,0,1.12,0,0.0,0,0.818
2,15,0,1.31,2,0.2,0,0.649
29,4,0,1.1,0,0.0,0,0.0
22,10,1,2.24,1,0.1,0,0.29400000000000004
7,18,0,1.31,2,0.2,1,0.7189999999999999
2,14,0,1.15,1,0.1,1,0.625
30,9,1,1.74,1,0.1,0,0.26600000000000007
5,18,0,1.09,2,0.2,0,0.7609999999999999
14,15,0,1.21,2,0.2,0,0.539
18,10,0,1.21,1,0.1,0,0.3210000000000001
7,16,0,1.2,2,0.2,1,0.65
3,2,1,2.49,0,0.0,1,0.10099999999999995
30,9,1,1.62,1,0.1,1,0.2780000000000001
17,20,1,2.43,2,0.2,1,0.6869999999999999
6,9,0,1.12,0,0.0,0,0.388
3,2,0,1.38,0,0.0,0,0.11200000000000002
2,14,0,1.2,1,0.1,1,0.62
25,9,0,1.24,1,0.1,0,0.24600000000000005
27,19,0,1.34,2,0.2,1,0.5559999999999999
2,14,0,1.02,1,0.1,0,0.638
28,4,0,1.37,0,0.0,0,0.0
23,12,0,1.01,1,0.1,0,0.37099999999999994
25,9,0,1.34,1,0.1,0,0.23600000000000004
13,3,0,1.05,0,0.0,0,0.08499999999999999
20,6,1,1.94,0,0.0,0,0.14599999999999996
15,20,0,1.27,1,0.1,0,0.723
6,8,1,1.55,1,0.1,0,0.405
28,6,1,1.75,0,0.0,0,0.08499999999999999
16,18,1,1.67,2,0.2,1,0.6929999999999998
16,5,0,1.21,2,0.2,0,0.24700000000000003
22,9,0,1.11,0,0.0,0,0.22900000000000006
18,19,0,1.2,2,0.2,1,0.66
29,2,1,1.74,0,0.0,0,0.0
2,19,0,1.1,2,0.2,0,0.83
6,7,0,1.26,1,0.1,0,0.29800000000000004
21,6,0,1.01,0,0.0,0,0.129
19,9,0,1.27,1,0.1,0,0.279
9,6,0,1.06,0,0.0,1,0.24399999999999997
15,17,0,1.38,2,0.2,0,0.5920000000000001
5,17,1,1.66,2,0.2,1,0.764
30,13,0,1.01,1,0.1,1,0.35899999999999993
2,12,1,1.65,1,0.1,1,0.5949999999999999
1,8,0,1.28,1,0.1,0,0.382
12,11,0,1.22,1,0.1,1,0.398
12,2,1,2.39,0,0.0,0,0.02099999999999999
27,13,0,1.28,1,0.1,0,0.35
11,14,0,1.12,1,0.1,1,0.538
12,11,1,1.61,1,0.1,0,0.45899999999999996
4,19,0,1.18,2,0.2,0,0.8019999999999999
15,19,0,1.19,2,0.2,1,0.691
22,16,0,1.03,2,0.2,0,0.5170000000000001
6,17,1,1.54,2,0.2,1,0.766
17,16,1,2.35,2,0.2,0,0.535
6,15,1,2.17,2,0.2,0,0.623
25,11,1,2.45,1,0.1,0,0.285
15,18,0,1.13,2,0.2,0,0.6569999999999999
10,12,0,1.38,1,0.1,0,0.44199999999999995
7,6,1,2.22,0,0.0,0,0.24799999999999994
14,15,0,1.19,2,0.2,0,0.541
11,11,0,1.35,1,0.1,0,0.395
9,20,0,1.14,2,0.2,0,0.796
10,11,0,1.34,1,0.1,0,0.406
20,2,0,1.39,0,0.0,0,0.0
16,15,1,2.14,2,0.2,0,0.526
24,16,0,1.35,2,0.2,1,0.4650000000000001
28,10,0,1.23,1,0.1,0,0.25900000000000006
7,10,0,1.14,2,0.2,1,0.41600000000000004
11,3,1,2.22,0,0.0,0,0.08800000000000002
18,17,0,1.01,2,0.2,1,0.5990000000000002
12,9,0,1.23,1,0.1,1,0.32500000000000007
7,14,0,1.37,1,0.1,0,0.5529999999999999
2,10,0,1.02,1,0.1,1,0.4780000000000001
24,16,0,1.39,0,0.0,1,0.4610000000000001
24,10,0,1.02,2,0.2,0,0.3500000000000001
24,9,0,1.09,1,0.1,1,0.267
28,18,0,1.04,0,0.0,1,0.5359999999999999
26,6,0,1.11,0,0.0,0,0.06899999999999998
13,7,0,1.11,1,0.1,0,0.271
4,10,0,1.38,1,0.1,0,0.42200000000000004
26,13,1,2.39,2,0.2,1,0.36899999999999994
25,5,0,1.07,2,0.2,0,0.24300000000000002
27,12,0,1.24,1,0.1,0,0.3239999999999999
13,9,1,1.53,0,0.0,1,0.377
13,10,0,1.28,1,0.1,1,0.3440000000000001
8,14,1,1.7,2,0.2,1,0.61
4,4,0,1.39,0,0.0,0,0.18100000000000002
19,4,1,1.67,1,0.1,0,0.189
10,6,0,1.21,0,0.0,0,0.21899999999999997
27,15,0,1.12,2,0.2,1,0.43400000000000005
4,8,0,1.26,1,0.1,1,0.35400000000000004
23,11,0,1.29,1,0.1,1,0.313
20,6,0,1.19,0,0.0,1,0.121
8,20,0,1.34,2,0.2,0,0.786
4,11,0,1.31,1,0.1,0,0.469
14,14,1,2.23,1,0.1,1,0.497
13,17,1,2.16,2,0.2,1,0.6340000000000001
25,16,0,1.31,2,0.2,0,0.4590000000000001
18,13,0,1.1,1,0.1,0,0.43000000000000005
18,14,0,1.03,1,0.1,1,0.4770000000000001
5,11,1,2.28,2,0.2,1,0.46199999999999997
12,5,0,1.19,0,0.0,1,0.16100000000000003
17,5,1,2.27,0,0.0,0,0.10300000000000001
18,14,0,1.21,1,0.1,1,0.4590000000000001
17,9,0,1.39,1,0.1,0,0.279
4,2,0,1.15,1,0.1,0,0.17100000000000004
21,5,1,2.36,0,0.0,0,0.05400000000000005
21,5,1,2.2,1,0.1,1,0.15400000000000003
8,12,0,1.03,1,0.1,1,0.497
3,14,0,1.33,1,0.1,1,0.597
18,17,1,2.11,2,0.2,1,0.5890000000000002
12,3,0,1.23,0,0.0,0,0.07700000000000001
5,20,0,1.33,2,0.2,1,0.817
21,12,0,1.3,1,0.1,0,0.3539999999999999
18,8,0,1.24,1,0.1,0,0.258
23,17,0,1.13,2,0.2,1,0.5370000000000001
2,8,1,1.68,2,0.2,1,0.43199999999999994
21,20,1,1.69,2,0.2,1,0.721
22,18,0,1.25,2,0.2,1,0.575
30,15,0,1.0,2,0.2,0,0.44
23,19,0,1.14,2,0.2,1,0.616
14,13,1,1.83,1,0.1,0,0.4969999999999999
27,15,0,1.25,0,0.0,0,0.405
2,3,0,1.16,0,0.0,0,0.184
12,4,0,1.04,0,0.0,0,0.13599999999999998
30,12,0,1.19,1,0.1,1,0.31099999999999994
28,15,0,1.35,2,0.2,1,0.40900000000000003
2,18,0,1.13,2,0.2,0,0.7869999999999999
15,20,1,2.06,2,0.2,1,0.744
11,1,0,1.05,0,0.0,0,0.024999999999999994
26,6,0,1.11,0,0.0,0,0.06899999999999998
30,5,0,1.06,0,0.0,0,0.0
14,1,0,1.37,0,0.0,0,0.0
29,8,0,1.3,1,0.1,1,0.18600000000000003
2,9,0,1.34,1,0.1,0,0.406
24,18,0,1.17,0,0.0,0,0.563
1,17,0,1.29,2,0.2,1,0.7410000000000001
9,15,0,1.09,2,0.2,0,0.6010000000000001
21,11,0,1.21,1,0.1,0,0.333
14,6,1,1.57,0,0.0,0,0.243
16,11,0,1.14,1,0.1,0,0.37
2,12,1,1.8,1,0.1,1,0.5799999999999998
13,13,1,2.17,0,0.0,0,0.473
18,6,0,1.07,0,0.0,0,0.153
1,2,1,1.76,0,0.0,0,0.19399999999999998
12,18,0,1.06,1,0.1,0,0.694
27,4,0,1.14,0,0.0,0,0.0
11,3,1,1.89,0,0.0,0,0.12100000000000005
1,8,0,1.22,1,0.1,0,0.388
27,19,0,1.0,2,0.2,1,0.59
9,17,0,1.04,1,0.1,1,0.6860000000000002
12,19,0,1.14,2,0.2,0,0.726
18,11,0,1.0,1,0.1,0,0.372
9,7,0,1.01,1,0.1,0,0.30500000000000005
23,4,0,1.24,0,0.0,0,0.005999999999999978
22,18,0,1.03,2,0.2,1,0.597
16,1,1,1.95,0,0.0,0,0.0
3,13,0,1.07,1,0.1,0,0.583
17,6,0,1.36,0,0.0,1,0.134
23,13,0,1.18,1,0.1,0,0.384
6,18,0,1.19,2,0.2,1,0.7409999999999999
22,5,0,1.25,0,0.0,0,0.05500000000000002
7,13,0,1.15,1,0.1,0,0.5349999999999999
2,14,0,1.4,1,0.1,1,0.6
5,11,0,1.2,1,0.1,0,0.47
4,15,0,1.15,2,0.2,1,0.645
4,13,0,1.01,1,0.1,1,0.579
25,13,0,1.08,1,0.1,0,0.382
6,18,0,1.02,2,0.2,1,0.7579999999999999
18,3,0,1.18,0,0.0,0,0.02200000000000002
8,8,0,1.11,1,0.1,1,0.33099999999999996
13,19,1,2.19,2,0.2,1,0.711
13,14,1,2.1,1,0.1,1,0.52
24,17,0,1.31,2,0.2,0,0.5090000000000001
26,6,0,1.31,0,0.0,1,0.04899999999999999
18,2,1,1.82,0,0.0,0,0.018000000000000016
29,14,0,1.1,0,0.0,0,0.36
3,11,0,1.36,0,0.0,0,0.474
1,11,1,2.0,1,0.1,1,0.53
11,12,0,1.02,2,0.2,1,0.46799999999999997
19,7,0,1.02,1,0.1,1,0.24400000000000002
24,9,0,1.15,1,0.1,0,0.26100000000000007
11,17,0,1.0,2,0.2,1,0.6700000000000002
30,4,1,1.9,0,0.0,0,0.0
27,1,0,1.14,0,0.0,0,0.0
28,6,0,1.17,0,0.0,0,0.04299999999999998
29,11,0,1.3,1,0.1,0,0.276
4,20,0,1.15,2,0.2,1,0.845
4,4,0,1.14,0,0.0,0,0.20600000000000002
26,14,1,1.53,1,0.1,0,0.46099999999999997
5,9,1,2.04,1,0.1,1,0.40599999999999997
9,16,0,1.33,2,0.2,1,0.6170000000000001
12,17,0,1.15,2,0.2,1,0.6450000000000001
10,11,1,1.79,1,0.1,1,0.46099999999999997
6,12,0,1.33,1,0.1,0,0.4869999999999999
8,15,0,1.24,2,0.2,1,0.5960000000000001
9,1,0,1.26,0,0.0,0,0.02400000000000002
2,4,0,1.06,0,0.0,0,0.23399999999999996
24,4,0,1.15,0,0.0,0,0.0050000000000000044
20,17,0,1.01,2,0.2,0,0.5790000000000002
6,2,0,1.08,0,0.0,0,0.11200000000000002
13,8,0,1.13,1,0.1,0,0.29900000000000004
27,1,0,1.37,0,0.0,0,0.0
16,9,1,1.87,1,0.1,0,0.33699999999999997
19,10,0,1.31,1,0.1,1,0.3050000000000001
27,18,1,2.41,2,0.2,1,0.5089999999999999
6,11,0,1.27,0,0.0,0,0.45300000000000007
30,15,1,1.74,2,0.2,0,0.4659999999999999
30,18,0,1.08,2,0.2,0,0.5119999999999999
6,4,0,1.33,0,0.0,0,0.16699999999999998
21,7,0,1.18,1,0.1,0,0.21600000000000003
3,4,0,1.38,0,0.0,0,0.19199999999999998
17,16,1,2.33,2,0.2,0,0.537
29,17,0,1.21,2,0.2,0,0.4690000000000001
21,8,0,1.1,1,0.1,0,0.254
17,17,0,1.17,2,0.2,1,0.5930000000000001
18,7,1,1.53,1,0.1,0,0.299
1,19,0,1.26,2,0.2,1,0.824
4,20,1,1.62,2,0.2,1,0.898
15,3,0,1.35,0,0.0,0,0.035
12,16,0,1.36,2,0.2,0,0.5840000000000001
17,13,0,1.36,1,0.1,1,0.4139999999999999
17,8,0,1.32,1,0.1,0,0.256
6,6,0,1.1,0,0.0,0,0.27
7,8,0,1.12,1,0.1,0,0.33799999999999997
18,14,0,1.35,0,0.0,0,0.44500000000000006
5,5,0,1.16,0,0.0,0,0.23400000000000004
20,13,0,1.3,1,0.1,0,0.39
12,13,0,1.05,1,0.1,1,0.495
11,9,0,1.18,1,0.1,0,0.3360000000000001
6,12,0,1.15,1,0.1,0,0.5049999999999999
27,15,0,1.18,2,0.2,0,0.42800000000000005
30,18,0,1.24,2,0.2,0,0.4959999999999999
16,3,0,1.18,0,0.0,0,0.04200000000000001
19,9,0,1.17,1,0.1,0,0.28900000000000003
2,14,0,1.1,1,0.1,1,0.63
30,7,0,1.32,1,0.1,0,0.14800000000000002
2,17,1,2.17,2,0.2,1,0.7430000000000001
25,15,0,1.19,1,0.1,0,0.43100000000000005
5,20,0,1.14,2,0.2,1,0.836
10,11,0,1.08,1,0.1,1,0.43200000000000005
5,2,0,1.22,0,0.0,0,0.10800000000000004
21,10,0,1.36,1,0.1,1,0.2880000000000001
9,4,0,1.02,0,0.0,1,0.168
5,10,0,1.24,1,0.1,0,0.42600000000000005
27,1,1,2.25,0,0.0,0,0.0
7,11,1,2.21,1,0.1,0,0.44900000000000007
6,11,0,1.37,1,0.1,0,0.44300000000000006
29,8,0,1.0,1,0.1,0,0.21600000000000003
22,7,0,1.16,1,0.1,0,0.21200000000000002
11,11,0,1.18,1,0.1,0,0.41200000000000003
13,6,0,1.1,0,0.0,0,0.19999999999999998
16,14,0,1.19,1,0.1,0,0.481
4,3,0,1.23,2,0.2,0,0.22900000000000004
10,20,0,1.08,2,0.2,1,0.792
13,16,0,1.29,2,0.2,1,0.5810000000000001
30,2,0,1.14,0,0.0,0,0.0
25,11,0,1.12,1,0.1,0,0.318
5,5,1,1.93,0,0.0,1,0.25700000000000006
25,6,0,1.4,0,0.0,1,0.05000000000000002
30,3,1,2.09,0,0.0,0,0.0
4,3,0,1.26,0,0.0,0,0.15400000000000003
23,1,1,2.06,0,0.0,0,0.0
2,6,0,1.37,1,0.1,0,0.283
16,19,0,1.31,0,0.0,1,0.6689999999999999
29,8,0,1.04,0,0.0,0,0.12600000000000003
6,19,0,1.11,2,0.2,1,0.7889999999999999
19,18,0,1.19,2,0.2,0,0.611
16,6,0,1.11,0,0.0,0,0.169
14,9,0,1.28,1,0.1,0,0.30800000000000005
25,15,0,1.38,2,0.2,0,0.41200000000000003
27,7,0,1.24,1,0.1,0,0.17400000000000004
14,15,0,1.3,2,0.2,1,0.53
5,7,1,2.34,1,0.1,0,0.29600000000000004
24,18,0,1.2,2,0.2,1,0.5599999999999999
9,20,1,1.92,2,0.2,1,0.8180000000000001
3,10,0,1.01,1,0.1,1,0.4690000000000001
2,16,1,1.76,2,0.2,1,0.744
27,12,1,2.43,1,0.1,0,0.3049999999999999
16,8,0,1.12,1,0.1,0,0.282
12,16,0,1.09,0,0.0,1,0.6110000000000001
13,20,1,1.95,0,0.0,1,0.7749999999999999
2,3,0,1.23,0,0.0,0,0.177
11,6,0,1.31,0,0.0,0,0.199
20,4,0,1.29,0,0.0,0,0.030999999999999972
21,12,0,1.04,1,0.1,1,0.37999999999999995
11,3,0,1.37,0,0.0,0,0.07300000000000001
4,6,0,1.04,0,0.0,0,0.29600000000000004
11,7,0,1.05,1,0.1,0,0.28900000000000003
1,15,0,1.27,2,0.2,0,0.663
7,18,0,1.27,2,0.2,1,0.7229999999999999
14,7,0,1.32,1,0.1,0,0.24400000000000002
17,3,0,1.37,0,0.0,0,0.012999999999999984
2,16,0,1.02,2,0.2,0,0.7180000000000001
24,1,0,1.14,0,0.0,0,0.0
6,8,0,1.07,1,0.1,0,0.353
26,17,1,1.84,2,0.2,1,0.536
22,17,1,2.28,2,0.2,1,0.5320000000000001
18,14,1,2.42,1,0.1,0,0.43800000000000006
7,10,0,1.35,1,0.1,1,0.395
25,5,0,1.02,0,0.0,0,0.048000000000000015
20,5,0,1.16,0,0.0,0,0.08400000000000002
22,10,0,1.28,1,0.1,0,0.29000000000000015
18,6,0,1.14,0,0.0,0,0.14600000000000002
16,8,0,1.39,1,0.1,1,0.255
20,6,1,2.02,0,0.0,0,0.13799999999999996
19,7,0,1.3,2,0.2,0,0.272
13,14,0,1.28,1,0.1,0,0.502
11,16,0,1.16,2,0.2,1,0.6140000000000001
13,2,0,1.02,0,0.0,0,0.048000000000000015
2,3,1,2.16,1,0.1,0,0.212
24,2,0,1.1,0,0.0,0,0.0
28,7,0,1.02,1,0.1,0,0.19
18,8,1,2.1,1,0.1,1,0.272
14,6,1,1.95,2,0.2,0,0.29700000000000004
10,15,0,1.04,2,0.2,0,0.5960000000000001
19,14,0,1.23,1,0.1,0,0.44700000000000006
10,18,0,1.22,2,0.2,0,0.698
23,17,0,1.33,2,0.2,1,0.5170000000000001
12,13,0,1.25,1,0.1,1,0.475
22,12,0,1.22,1,0.1,0,0.3559999999999999
14,14,0,1.11,1,0.1,0,0.509
28,11,0,1.27,1,0.1,0,0.285
24,7,0,1.28,1,0.1,0,0.18800000000000006
30,15,0,1.19,2,0.2,0,0.421
23,7,0,1.36,1,0.1,1,0.186
13,7,0,1.19,1,0.1,0,0.263
3,3,0,1.21,0,0.0,0,0.16900000000000004
1,13,1,2.36,1,0.1,0,0.574
9,7,0,1.09,1,0.1,1,0.29700000000000004
13,4,0,1.06,0,0.0,0,0.12399999999999997
3,2,0,1.12,0,0.0,1,0.13799999999999998
15,3,0,1.14,0,0.0,0,0.05600000000000002
30,9,0,1.1,1,0.1,0,0.23000000000000004
9,10,0,1.28,1,0.1,0,0.3820000000000001
13,16,0,1.01,0,0.0,1,0.6090000000000001
7,10,0,1.37,1,0.1,1,0.393
24,14,0,1.28,1,0.1,1,0.398
14,10,0,1.21,1,0.1,1,0.3450000000000001
5,5,0,1.31,0,0.0,0,0.21900000000000003
27,5,0,1.31,0,0.0,0,0.0
12,10,0,1.17,1,0.1,1,0.3630000000000001
24,12,0,1.35,1,0.1,0,0.3309999999999999
18,12,1,1.92,1,0.1,0,0.41
19,9,0,1.03,1,0.1,1,0.303
19,14,0,1.25,1,0.1,0,0.44500000000000006
14,17,0,1.16,2,0.2,0,0.6240000000000001
20,17,1,2.0,2,0.2,1,0.5800000000000001
24,6,0,1.03,0,0.0,0,0.097
19,9,0,1.39,1,0.1,1,0.26700000000000007
4,10,0,1.21,1,0.1,0,0.43900000000000006
30,15,1,2.11,2,0.2,1,0.429
18,13,1,1.72,1,0.1,0,0.46799999999999997
19,16,0,1.09,2,0.2,1,0.5410000000000001
17,6,0,1.04,0,0.0,1,0.166
16,16,1,1.81,2,0.2,1,0.599
8,4,0,1.09,0,0.0,0,0.17099999999999996
28,9,0,1.32,2,0.2,0,0.29200000000000004
20,1,0,1.39,0,0.0,0,0.0
24,18,0,1.16,2,0.2,1,0.564
24,18,1,2.4,2,0.2,0,0.5399999999999999
13,12,1,1.69,2,0.2,1,0.48099999999999987
30,10,1,2.27,1,0.1,0,0.2430000000000001
9,7,0,1.18,1,0.1,0,0.28800000000000003
29,5,0,1.25,0,0.0,0,0.0
27,17,0,1.24,2,0.2,0,0.4860000000000001
9,9,0,1.13,0,0.0,0,0.3570000000000001
26,3,0,1.25,0,0.0,0,0.0
25,16,0,1.15,2,0.2,1,0.4750000000000001
27,4,1,1.55,0,0.0,0,0.03499999999999995
16,8,0,1.32,1,0.1,1,0.26199999999999996
29,15,0,1.21,2,0.2,1,0.421
6,19,0,1.35,2,0.2,0,0.7649999999999999
30,6,1,1.66,0,0.0,0,0.07400000000000001
30,9,0,1.06,1,0.1,1,0.23400000000000004
1,11,1,1.96,1,0.1,0,0.534
1,18,0,1.31,2,0.2,1,0.7789999999999999
20,18,1,1.56,2,0.2,1,0.6639999999999999
9,20,0,1.06,2,0.2,0,0.804
10,16,1,2.48,2,0.2,0,0.5920000000000001
20,1,0,1.24,0,0.0,0,0.0
28,10,1,2.35,1,0.1,0,0.24700000000000005
23,12,0,1.23,1,0.1,0,0.3489999999999999
28,11,0,1.11,1,0.1,0,0.301
3,11,0,1.07,1,0.1,0,0.503
26,8,0,1.27,1,0.1,0,0.20700000000000002
8,3,1,2.38,2,0.2,0,0.206
29,8,0,1.32,1,0.1,1,0.18400000000000002
20,13,1,2.11,1,0.1,1,0.40900000000000003
7,11,1,1.82,1,0.1,0,0.488
23,12,0,1.4,1,0.1,0,0.3319999999999999
10,19,0,1.04,2,0.2,1,0.756
24,9,1,1.82,1,0.1,0,0.29400000000000004
8,11,0,1.21,1,0.1,1,0.43900000000000006
26,18,0,1.22,2,0.2,0,0.5379999999999999
3,9,0,1.1,1,0.1,0,0.42000000000000004
2,11,0,1.39,1,0.1,0,0.481
4,2,0,1.22,0,0.0,0,0.11800000000000002
15,14,0,1.31,1,0.1,1,0.479
28,16,0,1.02,2,0.2,1,0.4620000000000001
15,19,0,1.1,2,0.2,1,0.7
18,16,1,2.44,2,0.2,1,0.5160000000000001
24,4,1,2.09,0,0.0,0,0.01100000000000001
21,14,0,1.12,1,0.1,0,0.43800000000000006
15,9,0,1.06,1,0.1,1,0.32400000000000007
13,4,0,1.16,0,0.0,1,0.11399999999999999
5,20,0,1.19,2,0.2,1,0.831
2,10,0,1.05,1,0.1,0,0.4750000000000001
17,6,0,1.06,0,0.0,0,0.164
15,19,1,1.69,2,0.2,1,0.7409999999999999
29,10,0,1.37,1,0.1,0,0.2390000000000001
3,19,0,1.29,2,0.2,1,0.8009999999999999
11,18,0,1.03,2,0.2,1,0.707
21,4,0,1.3,0,0.0,0,0.01999999999999999
16,19,0,1.26,2,0.2,0,0.6739999999999999
23,4,0,1.12,0,0.0,0,0.01799999999999996
25,8,0,1.03,1,0.1,1,0.237
16,9,0,1.27,1,0.1,0,0.29700000000000004
2,14,0,1.33,1,0.1,1,0.607
27,4,1,2.18,0,0.0,0,0.0
5,7,0,1.12,1,0.1,1,0.31800000000000006
9,19,0,1.2,2,0.2,0,0.75
15,19,0,1.37,2,0.2,1,0.6729999999999999
6,17,1,2.07,0,0.0,1,0.7130000000000001
14,5,1,1.87,0,0.0,0,0.17299999999999996
19,15,1,2.22,2,0.2,0,0.48800000000000004
25,15,1,2.38,2,0.2,0,0.41200000000000003
7,19,1,2.44,2,0.2,1,0.7459999999999999
21,5,1,2.44,0,0.0,0,0.04600000000000004
4,9,0,1.19,1,0.1,0,0.401
20,17,1,2.44,2,0.2,0,0.5360000000000001
3,2,0,1.22,0,0.0,0,0.128
11,1,1,2.29,0,0.0,0,0.0010000000000000009
2,12,0,1.04,1,0.1,1,0.5559999999999999
4,4,0,1.37,0,0.0,1,0.183
4,2,0,1.25,0,0.0,0,0.11500000000000002
21,19,0,1.14,2,0.2,0,0.636
29,2,0,1.4,0,0.0,0,0.0
12,7,0,1.37,1,0.1,0,0.251
7,17,0,1.29,2,0.2,1,0.681
19,12,1,2.14,1,0.1,1,0.38199999999999995
14,13,0,1.07,1,0.1,1,0.473
21,4,0,1.19,0,0.0,0,0.031
11,9,0,1.33,1,0.1,0,0.32100000000000006
13,7,0,1.17,1,0.1,1,0.265
17,3,1,1.9,0,0.0,0,0.06
5,11,1,2.05,1,0.1,1,0.485
22,20,0,1.15,2,0.2,1,0.665
5,12,0,1.26,1,0.1,0,0.5039999999999999
14,2,1,2.18,2,0.2,1,0.19400000000000003
19,10,0,1.22,1,0.1,0,0.3140000000000001
12,9,0,1.38,1,0.1,0,0.31000000000000005
28,20,0,1.04,2,0.2,1,0.616
16,1,0,1.11,0,0.0,0,0.0
3,4,0,1.21,0,0.0,0,0.20899999999999996
27,15,0,1.25,2,0.2,0,0.42100000000000004
6,20,0,1.05,2,0.2,1,0.835
24,13,0,1.21,1,0.1,0,0.375
9,7,0,1.04,1,0.1,0,0.30200000000000005
23,5,0,1.1,0,0.0,0,0.06
2,8,0,1.29,2,0.2,1,0.371
14,18,0,1.27,2,0.2,1,0.6529999999999999
14,2,1,2.15,0,0.0,0,0.025000000000000022
13,8,0,1.15,1,0.1,0,0.29700000000000004
5,1,0,1.33,0,0.0,0,0.056999999999999995
24,1,0,1.08,0,0.0,0,0.0
3,3,0,1.0,0,0.0,0,0.19000000000000003
27,7,0,1.22,1,0.1,0,0.17600000000000005
2,17,0,1.29,2,0.2,0,0.7310000000000001
28,8,0,1.3,1,0.1,0,0.192
27,10,0,1.03,1,0.1,0,0.2850000000000001
7,17,0,1.03,2,0.2,1,0.7070000000000001
16,1,0,1.03,0,0.0,0,0.0
20,8,0,1.19,1,0.1,0,0.251
19,15,0,1.04,2,0.2,1,0.5060000000000001
15,16,0,1.09,2,0.2,0,0.5810000000000001
17,19,0,1.18,2,0.2,1,0.6719999999999999
18,15,0,1.39,2,0.2,0,0.4810000000000001
12,3,1,2.36,0,0.0,0,0.06400000000000006
11,5,0,1.24,0,0.0,0,0.16600000000000004
29,20,0,1.26,2,0.2,1,0.584
13,1,0,1.37,0,0.0,0,0.0
30,16,0,1.25,2,0.2,1,0.435
17,19,1,2.44,2,0.2,0,0.6459999999999999
8,12,0,1.09,1,0.1,0,0.491
12,6,0,1.18,0,0.0,0,0.202
27,11,0,1.38,1,0.1,1,0.28
25,19,0,1.35,2,0.2,1,0.575
15,2,0,1.34,0,0.0,0,0.0
23,11,1,2.36,1,0.1,0,0.306
13,11,0,1.21,0,0.0,0,0.389
14,19,0,1.36,2,0.2,1,0.6839999999999999
29,10,0,1.16,0,0.0,0,0.19400000000000012
23,6,0,1.31,0,0.0,0,0.07899999999999999
2,4,1,2.31,0,0.0,0,0.20899999999999994
7,18,0,1.07,2,0.2,0,0.7429999999999999
3,14,1,1.73,1,0.1,1,0.6569999999999999
3,15,1,2.35,2,0.2,0,0.635
23,20,0,1.1,2,0.2,1,0.66
5,13,0,1.25,1,0.1,1,0.5449999999999999
2,16,0,1.38,2,0.2,0,0.682
6,11,0,1.06,1,0.1,0,0.4740000000000001
13,12,0,1.21,1,0.1,0,0.42899999999999994
16,11,0,1.03,1,0.1,1,0.381
29,6,0,1.24,0,0.0,0,0.026000000000000023
9,18,0,1.05,2,0.2,0,0.725
21,14,0,1.14,1,0.1,0,0.43600000000000005
12,5,0,1.04,0,0.0,0,0.17600000000000002
23,3,0,1.02,0,0.0,0,0.0
10,12,1,2.08,1,0.1,1,0.4719999999999999
11,18,0,1.06,0,0.0,0,0.704
15,5,0,1.33,0,0.0,0,0.11699999999999999
1,8,0,1.09,1,0.1,0,0.401
26,16,0,1.03,2,0.2,1,0.4770000000000001
10,10,0,1.07,1,0.1,0,0.3930000000000001
20,5,0,1.38,0,0.0,0,0.06200000000000003
10,16,0,1.21,2,0.2,1,0.6190000000000001
1,9,0,1.23,1,0.1,1,0.42700000000000005
28,16,0,1.18,2,0.2,0,0.44600000000000006
26,14,0,1.13,1,0.1,0,0.401
24,5,0,1.22,0,0.0,1,0.038000000000000034
21,11,1,2.3,1,0.1,0,0.324
5,3,1,1.91,1,0.1,0,0.219
19,16,0,1.19,2,0.2,0,0.5310000000000001
6,4,0,1.32,0,0.0,0,0.16799999999999998
12,19,1,2.19,0,0.0,1,0.721
15,15,0,1.14,0,0.0,0,0.536
1,11,0,1.22,1,0.1,0,0.508
26,20,1,1.54,2,0.2,1,0.6859999999999999
13,19,0,1.15,2,0.2,1,0.715
20,13,0,1.39,1,0.1,0,0.381
20,16,0,1.17,2,0.2,1,0.5230000000000001
23,3,0,1.27,0,0.0,0,0.0
1,19,1,2.48,2,0.2,1,0.802
23,9,0,1.32,0,0.0,0,0.19800000000000006
18,14,0,1.15,1,0.1,0,0.4650000000000001
29,17,0,1.25,2,0.2,1,0.4650000000000001
15,2,0,1.36,0,0.0,0,0.0
5,16,0,1.14,2,0.2,0,0.676
24,14,1,1.59,1,0.1,0,0.46699999999999997
21,18,0,1.06,0,0.0,1,0.604
